test_name,summarized_test_result,num_runs,num_pass,num_error,num_fail
org.glassfish.tyrus.test.e2e.non_deployable.RetryAfterTest.testServiceUnavailableNotSet,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.RetryAfterTest.testServiceUnavailableNullValue,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.RetryAfterTest.testServiceUnavailableThreshold,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.RetryAfterTest.testServiceUnavailableTooLongValue,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.RetryAfterTest.testServiceUnavailableTwice,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.RetryAfterTest.testServiceUnavailableUserDefinedHandler,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.RetryAfterTest.testServiceUnavailableWithDate,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.RetryAfterTest.testServiceUnavailableWithSeconds,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.SameHeadersOnClientTest.testSameHeaderNamesInHandshakeResponse,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.ServerEndpointPathTest.testEquivalentPaths,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.ServerEndpointPathTest.testExactMatching,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.ServerExecutorsManagementTest.testExecutorServicesGetClosed,flaky,1000,852,0,148
org.glassfish.tyrus.test.e2e.non_deployable.ServerExecutorsManagementTest.testInMemoryContainerExecutorServicesGetClosed,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.StandaloneServerStaticContentTest.testStaticContent,pass,1000,1000,0,0
org.glassfish.tyrus.test.e2e.non_deployable.WsadlTest.testWsadl,pass,1000,1000,0,0
